MARCHE_ID;NUMERO_LOT;ACHETEURS_NOM;MARCHE_OBJET;NOTIFICATION_DATE;MONTANT;TITULAIRES_DENOMINATION
0334D4E1-F0FC-4DF0-953A-70B0E63E6479;None;COMMUNE DE STRASBOURG;LOCATION, MONTAGE, DEMONTAGE D'UN ENSEMBLE SCENE COUVERTURE ET ANNEXES POUR LA MANIFESTATION ' SYMPHONIE DES ARTS 2019 ';2019-06-19;62178.0;STACCO
A952B80B-8FC3-468E-BBE5-98E4E8424CAD;None;COMMUNE DE STRASBOURG;TRAVAUX DE TRAITEMENT DE L'ENVELOPPE THERMIQUE DE L'ECOLE ELEMENTAIRE GUSTAVE BRANLY A STRASBOURG - ELECTRICITE;2019-06-19;46049.75;SOC ELECTRICITE ECLAIRAGE ILLUMINATION
20192019T0007200;None;COMMUNE DE STRASBOURG;AMENAGEMENT DE BUREAUX DANS L'IMMEUBLE SITUE 15 RUE DES JUIFS A STRASBOURG - DEMOLITIONS INTERIEURES;2019-06-18;56788.13;HANAU
BD2BC639-5A7E-4C2F-B5C2-945748727E53;None;COMMUNE DE STRASBOURG;TRAVAUX DE RACCORDEMENT VDI DE L'ECOLE ELEMENTAIRE NIEDERAU A STRASBOURG - LOT 01 ELECTRICITE VDI;2019-06-18;22400.0;K3E
16E4C45A-E794-44D1-8816-EC3ED11A8BC4;None;COMMUNE DE STRASBOURG;TRAVAUX TOUT CORPS D'ETAT POUR LA VENTILATION DES POSTES DE TRAVAIL AU GRENIER D'ABONDANCE 6 PLACE DU PETIT BROGLIE A STRASBOURG -   - ;2019-06-14;220000.0;SPIE BATIGNOLLES EST
C2339441-2DB3-4125-90E6-4B39473D4E3B;None;COMMUNE DE STRASBOURG;FOURNITURE ET FABRICATION DE MOBILIER POUR LA CONSTRUCTION DU NOUVEAU THEATRE DU MAILLON A STRASBOURG - MOBILIER SUR MESURE;2019-06-14;132702.64;EML INTERACTIVE
19-91942;2;COMMUNE DE STRASBOURG;PRESTATIONS DE BILLETTERIE, SURVEILLANCE ET FILTRAGE DES VISITEURS DE LA PLATEFORME DE LA CATHEDRALE DE STRASBOURG;2019-06-13;580000.0;GROUPE VALLIANCE SECURITE
19-91942;1;COMMUNE DE STRASBOURG;PRESTATIONS DE BILLETTERIE, SURVEILLANCE ET FILTRAGE DES VISITEURS DE LA PLATEFORME DE LA CATHEDRALE DE STRASBOURG;2019-06-13;400000.0;ATTITUDE
20192019T0007100;None;COMMUNE DE STRASBOURG;TRAVAUX D'AMELIORATION DES CONDITIONS DE CHAUFFAGE VENTILATION DANS CERTAINS LOCAUX DE LA CITE DE LA MUSIQUE ET DE LA DANSE;2019-06-13;330000.0;SPIE INDUSTRIE & TERTIAIRE
694AE948-B69E-463E-ABBB-EC85221D544F;None;COMMUNE DE STRASBOURG;FOURNITURE ET FABRICATION DE MOBILIER POUR LA CONSTRUCTION DU NOUVEAU THEATRE DU MAILLON A STRASBOURG - MOBILIER DU COMMERCE 'DESIGN';2019-06-11;94994.0;TERRE DESIGN
20192019T0007000;None;COMMUNE DE STRASBOURG;TRAVAUX D'AMENAGEMENT DU QUARTIER D'AFFAIRES INTERNATIONAL ARCHIPEL WACKEN EUROPE - MOBILIER URBAIN;2019-06-06;337360.0;THIERRY MULLER
20192019T0006900;None;COMMUNE DE STRASBOURG;TRAVAUX D'AMENAGEMENT DU QUARTIER D'AFFAIRES INTERNATIONAL ARCHIPEL WACKEN EUROPE - ECLAIRAGE PUBLIC;2019-06-05;225350.0;SOGECA
A1450A07-CD83-4AFC-9AAB-D1AD2B76C961;None;COMMUNE DE STRASBOURG;TRAVAUX DE REAMENAGEMENT DE LA RUE DU POITOU, TRONCON ENTRE LA RUE DE GASCOGNE ET LA RUE DE LA CANARDIERE, A STRASBOURG-MEINAU - ECLAIRAGE PUBLIC;2019-06-05;49673.6;SOGECA
087F646F-E31D-4AE2-9461-11FBCB399B01;None;COMMUNE DE STRASBOURG;TRAVAUX D'ECLAIRAGE PUBLIC POUR LE REAMENAGEMENT DE LA RUE DU 22 NOVEMBRE A STRASBOURG - GARE KLEBER;2019-06-05;48543.0;SOGECA
7C5DFDA5-C59C-4FF4-98DD-47217CA82767;None;COMMUNE DE STRASBOURG;TRAVAUX DE REAMENAGEMENT DE LA RUE DU POITOU, TRONCON ENTRE LA RUE DE GASCOGNE ET LA RUE DE LA CANARDIERE, A STRASBOURG-MEINAU - ESPACES VERTS;2019-06-05;32065.29;IDVERDE
20192019T0006600;None;COMMUNE DE STRASBOURG;TRAVAUX DE CONSTRUCTION DU NOUVEAU RESTAURANT DU GROUPE SCOLAIRE DU SCHLUTHFELD A STRASBOURG - LOT 2 : CHARPENTE ET BARDAGE BOIS - CHARPENTE ET BARDAGE BOIS;2019-06-04;295192.04;STE D'EXPLOITATION DE LA MENUISERIE CHARPENTE MARTIN FILS
20192019T0006500;None;COMMUNE DE STRASBOURG;TRAVAUX DE RESTRUCTURATION DU GROUPE SCOLAIRE DU HOHBERG A STRASBOURG - PHASE 2 - BATIMENTS MODULAIRES;2019-06-03;1487195.64;COUGNAUD CONSTRUCTION
20192019T0006300;None;COMMUNE DE STRASBOURG;TRAVAUX DE CONSTRUCTION DU NOUVEAU RESTAURANT DU GROUPE SCOLAIRE DU SCHLUTHFELD A STRASBOURG - AMENAGEMENTS EXTERIEURS;2019-05-31;191165.68;THIERRY MULLER
20192019T0006400;None;COMMUNE DE STRASBOURG;TRAVAUX POUR LA RELOCALISATION DU LAPE JARDIN MAGIQUE AU GROUPE SCOLAIRE REUSS STRASBOURG - SOLS COLLES;2019-05-31;7621.7;SOCIETE JEHU ET CIE
20192019T0005500;None;COMMUNE DE STRASBOURG;TRAVAUX DE RESTRUCTURATION ET DE MISE EN SECURITE DU GROUPE SCOLAIRE DU SCHLUTHFELD A STRASBOURG - MENUISERIES EXTERIEURES BOIS;2019-05-29;115755.0;MENUISERIE VOLLMER JEAN
20192019T0006100;None;COMMUNE DE STRASBOURG;TRAVAUX POUR LA RELOCALISATION DU LAPE JARDIN MAGIQUE AU GROUPE SCOLAIRE REUSS STRASBOURG - MENUISERIE INTERIEURE;2019-05-29;30207.9;STUTZMANN AGENCEMENT
20192019T0006200;None;COMMUNE DE STRASBOURG;TRAVAUX POUR LA RELOCALISATION DU LAPE JARDIN MAGIQUE AU GROUPE SCOLAIRE REUSS STRASBOURG - AMENAGEMENT DES ESPACES EXTERIEURS;2019-05-29;11078.0;THIERRY MULLER
20192019S0000500;None;COMMUNE DE STRASBOURG;MISSION DE MAITRISE D'OEUVRE (HORS LOI MOP) POUR LE RACCORDEMENT AU CHAUFFAGE URBAIN DE LA HAUTE ECOLE DES ARTS DU RHIN A STRASBOURG  ;2019-05-28;25000.0;CAP ENERGIES ALSACE
20192019S0000200;None;COMMUNE DE STRASBOURG;ORGANISATION DE LA SOIREE DES OSCARS DU SPORT LE SAMEDI 29 JUIN 2019;2019-05-27;37495.0;AU TRENTE DEUX
20192019T0005700;None;COMMUNE DE STRASBOURG;TRAVAUX DE TRAITEMENT DE L'ENVELOPPE THERMIQUE DE L'ECOLE ELEMENTAIRE GUSTAVE BRANLY A STRASBOURG - OSSATURE BOIS - BARDAGE - MENUISERIE EXTERIEURE BOIS - PROTECTION SOLAIRE;2019-05-24;1176051.2;MENUISERIE HUNSINGER
20192019T0005800;None;COMMUNE DE STRASBOURG;TRAVAUX DE TRAITEMENT DE L'ENVELOPPE THERMIQUE DE L'ECOLE ELEMENTAIRE GUSTAVE BRANLY A STRASBOURG - DEMOLITION - GROS OEUVRE;2019-05-24;112421.68;ZENNA BATIMENT
20192019T0005600;None;COMMUNE DE STRASBOURG;TRAVAUX DE TRAITEMENT DE L'ENVELOPPE THERMIQUE DE L'ECOLE ELEMENTAIRE GUSTAVE BRANLY A STRASBOURG - PLATRERIE - PLAFONDS SUSPENDUS;2019-05-24;65741.8;CILIA
20192019T0000400;None;COMMUNE DE STRASBOURG;TRAVAUX DE TRAITEMENT DE L'ENVELOPPE THERMIQUE DE L'ECOLE ELEMENTAIRE GUSTAVE BRANLY A STRASBOURG - ISOLATION EXTERIEURE - PEINTURE EXTERIEURE - ECHAFAUDAGE;2019-05-24;33000.0;MAYART
20192019T0005900;None;COMMUNE DE STRASBOURG;TRAVAUX DE REFECTION DES FACADES DE LA HEAR - REMISE EN PEINTURE DE MENUISERIES ACIER EXISTANTES;2019-05-24;14259.5;ENTREPRISE DE PEINTURE KNOERR ET MOHR
20192019T0006000;None;COMMUNE DE STRASBOURG;TRAVAUX DE REFECTION DES FACADES DE LA HEAR - REPARATION DE VITRAUX;2019-05-24;10212.96;ROSAZE
20192019T0005300;None;COMMUNE DE STRASBOURG;TRAVAUX DE RESTRUCTURATION ET DE MISE EN SECURITE DU GROUPE SCOLAIRE DU SCHLUTHFELD A STRASBOURG - RAVALEMENTS FACADES PIERRE;2019-05-23;127878.5;DECOPEINT
20192019T0005200;None;COMMUNE DE STRASBOURG;TRAVAUX DE CONSTRUCTION DU NOUVEAU RESTAURANT DU GROUPE SCOLAIRE DU SCHLUTHFELD A STRASBOURG - MENUISERIE EXTERIEURE - MURS RIDEAUX BOIS/ALUMIJNIUM;2019-05-23;55984.55;
20192019T0005400;None;COMMUNE DE STRASBOURG;TRAVAUX DE RESTRUCTURATION ET DE MISE EN SECURITE DU GROUPE SCOLAIRE DU SCHLUTHFELD A STRASBOURG - PARATONNERRE;2019-05-23;45000.0;PROTIBAT
20192019S0006700;None;COMMUNE DE STRASBOURG;CONCEPTION, PRODUCTION ET REALISATION TECHNIQUE D'UN PROJET EVENEMENTIEL CONTEMPLATIF ET SPECTACULAIRE DANS LE CADRE DES FESTIVITES ESTIVALES 2019;2019-05-22;597000.0;PASSE MURAILLE
20192019T0004900;None;COMMUNE DE STRASBOURG;TRAVAUX DE RESTRUCTURATION ET DE MISE EN SECURITE DU GROUPE SCOLAIRE DU SCHLUTHFELD A STRASBOURG - COUVERTURE ZINGUERIE ;2019-05-22;266312.4;BECK COUVERTURE
20192019T0005100;None;COMMUNE DE STRASBOURG;TRAVAUX DE MISE EN SECURITE, ACCESSIBILITE ET RENOVATION DE L'ECOLE MATERNELLE VAUBAN A STRASBOURG - LOT 7 : METALLERIE SERRURERIE;2019-05-22;119448.15;SERRURERIE METALLERIE WEISS HOH
20192019T0004700;None;COMMUNE DE STRASBOURG;TRAVAUX DE CONSTRUCTION DU NOUVEAU THEATRE DU MAILLON A STRASBOURG. - REVETEMENT DE SOL CAOUTCHOUC;2019-05-22;84687.3;ABRY ARNOLD
20192019T0004800;None;COMMUNE DE STRASBOURG;TRAVAUX DE CONSTRUCTION DU NOUVEAU THEATRE DU MAILLON A STRASBOURG. - EQUIPEMENTS DE CUISINE;2019-05-22;68084.83;SCHNELL GRANDE CUISINE
20192019T0005000;None;COMMUNE DE STRASBOURG;TRAVAUX DE RESTRUCTURATION ET DE MISE EN SECURITE DU GROUPE SCOLAIRE DU SCHLUTHFELD A STRASBOURG - ECHAFAUDAGE;2019-05-22;65006.0;CIREME
20192019T0004300;None;COMMUNE DE STRASBOURG;TRAVAUX POUR LA RELOCALISATION DU LAPE JARDIN MAGIQUE AU GROUPE SCOLAIRE REUSS STRASBOURG - GROS -OEUVRE -TERRASSEMENT - DEMOLITION;2019-05-21;97087.28;SOCASTO
20192019T0004500;None;COMMUNE DE STRASBOURG;TRAVAUX POUR LA RELOCALISATION DU LAPE JARDIN MAGIQUE AU GROUPE SCOLAIRE REUSS STRASBOURG - SANITAIRE - ASSAINISSEMENT;2019-05-21;22055.1;SANICHAUF
20192019T0004400;None;COMMUNE DE STRASBOURG;TRAVAUX POUR LA RELOCALISATION DU LAPE JARDIN MAGIQUE AU GROUPE SCOLAIRE REUSS STRASBOURG - CHAUFFAGE - VENTILATION;2019-05-21;18233.75;SANICHAUF
20192019T0004600;None;COMMUNE DE STRASBOURG;TRAVAUX POUR LA RELOCALISATION DU LAPE JARDIN MAGIQUE AU GROUPE SCOLAIRE REUSS STRASBOURG - COUVERTURE - ETANCHEITE;2019-05-21;10921.26;SOPREMA ENTREPRISES
20192019T0004100;None;COMMUNE DE STRASBOURG;TRAVAUX POUR LA RELOCALISATION DU LAPE JARDIN MAGIQUE AU GROUPE SCOLAIRE REUSS STRASBOURG - PEINTURE EXTERIEURE - INTERIEURE;2019-05-20;9884.0;MAYART
20192019T0004200;None;COMMUNE DE STRASBOURG;TRAVAUX POUR LA RELOCALISATION DU LAPE JARDIN MAGIQUE AU GROUPE SCOLAIRE REUSS STRASBOURG - PLATRERIE - FAUX PLAFOND;2019-05-20;8500.0;RUIU
20192019F0002900;None;COMMUNE DE STRASBOURG;INSTALLATION ET GESTION D'UNE BASE NAUTIQUE URBAINE DANS LE CADRE DES ANIMATIONS ET FESTIVITES ESTIVALES 2019 DE LA VILLE DE STRASBOURG;2019-05-16;121900.0;BOAZ CONCEPT
20192019T0004000;None;COMMUNE DE STRASBOURG;TRAVAUX DE MODERNISATION DE L'ASCENSEUR ET DE REFECTION DES COURSIVES DE LA HALLE DU MARCHE DU NEUDORF A STRASBOURG - ESCALIERS EN BOIS;2019-05-14;21614.0;MENUISERIE SCHALCK
20192019S0003800;None;COMMUNE DE STRASBOURG;SONDAGES PREOPERATIONNELS DANS LE CADRE DU REDEPLOIEMENT PARTIEL DE LA HAUTE ECOLE DESARTS DU RHIN DANS LES BATIMENTS DE LA MANUFACTURE DE TABACS - SONDAGES STRUCTURELS;2019-05-13;37345.0;GEOTEC
20192019S0003900;None;COMMUNE DE STRASBOURG;SONDAGES PREOPERATIONNELS DANS LE CADRE DU REDEPLOIEMENT PARTIEL DE LA HAUTE ECOLE DESARTS DU RHIN DANS LES BATIMENTS DE LA MANUFACTURE DE TABACS - SONDAGES G?OTECHNIQUES ET EQRS;2019-05-13;35500.0;GEOTEC
20192019T0003700;None;COMMUNE DE STRASBOURG;TRAVAUX DE MODERNISATION DE L'ASCENSEUR ET DE REFECTION DES COURSIVES DE LA HALLE DU MARCHE DU NEUDORF A STRASBOURG - ASCENSEUR;2019-05-13;35000.0;SCHINDLER
20192019S0002800;None;COMMUNE DE STRASBOURG;PRESTATIONS DE FORAGE DE PUITS ET D'ARROSAGE AUTOMATIQUE - PRESTATION DE FORAGE DES PUITS;2019-05-11;None;CSI
20192019T0003500;None;COMMUNE DE STRASBOURG;REMPLACEMENT DE MENUISERIES EXTERIEURES BOIS ET ALUMINIUM, DESENFUMAGE ET DEPOSE DE CHASSIS AMIANTES IMMEUBLE 8 RUE STOLTZ A STRASBOURG;2019-05-10;237226.0;MENUISERIE HUNSINGER
20192019T0003400;None;COMMUNE DE STRASBOURG;TRAVAUX DE REFECTION DES FACADES DE LA HEAR - MENUISERIE EXT?RIEURE ALUMINIUM - TRANCHE 2;2019-05-10;159247.5;MENUISERIE ETTWILLER
20192019T0003600;None;COMMUNE DE STRASBOURG;TRAVAUX DE MODERNISATION DE L'ASCENSEUR ET DE REFECTION DES COURSIVES DE LA HALLE DU MARCHE DU NEUDORF A STRASBOURG - SERRURERIE - METALLERIE;2019-05-10;58744.07;SERRURERIE METALLERIE WEISS HOH
20192019T0000200;None;COMMUNE DE STRASBOURG;TRAVAUX DE CONSTRUCTION DU NOUVEAU RESTAURANT DU GROUPE SCOLAIRE DU SCHLUTHFELD A STRASBOURG - PEINTURE;2019-05-10;38655.13;HITTIER ET FILS
20192019T0003300;None;COMMUNE DE STRASBOURG;TRAVAUX DE MODERNISATION DE L'ASCENSEUR ET DE REFECTION DES COURSIVES DE LA HALLE DU MARCHE DU NEUDORF A STRASBOURG - PEINTURE;2019-05-10;37434.4;MAYART
20192019S0000300;None;COMMUNE DE STRASBOURG;LOT NDEG29 DEMENAGEMENT;2019-05-10;24344.0;AXAL
20192019T0003200;None;COMMUNE DE STRASBOURG;TRAVAUX DE RESTRUCTURATION DE LA MAISON DE L'ENFANCE SIS 24 RUE DE WASSELONNE A STRASBOURG. - SOLS SOUPLES;2019-05-10;4536.73;ABRY ARNOLD
20192019S0002700;None;COMMUNE DE STRASBOURG;PRESTATIONS DE FORAGE DE PUITS ET D'ARROSAGE AUTOMATIQUE - MAINTENANCE DU SYSTEME D'ARROSAGE INTEGRE AUTOMATIQUE DE MARQUE 'RAIN-BIRD'   ET TORO;2019-05-10;None;GANTZER TP
20192019T0003000;None;COMMUNE DE STRASBOURG;TRAVAUX DE TRAITEMENT DE L'ENVELOPPE THERMIQUE DE L'ECOLE ELEMENTAIRE GUSTAVE BRANLY A STRASBOURG - PEINTURE INTERIEURE - NETTOYAGE;2019-05-09;81383.18;MAYART
20192019T0003100;None;COMMUNE DE STRASBOURG;TRAVAUX DE TRAITEMENT DE L'ENVELOPPE THERMIQUE DE L'ECOLE ELEMENTAIRE GUSTAVE BRANLY A STRASBOURG - ETANCHEITE - ZINGUERIE;2019-05-09;70883.99;BECK COUVERTURE
20192019S0002600;None;COMMUNE DE STRASBOURG;ENREGISTREMENT ET RETRANSMISSION D'EVENEMENTS OFFICIELS DE LA VILLE ET DE L'EUROMETROPOLE DE STRASBOURG;2019-04-04;None;VIA STORIA
20192019S0002500;None;COMMUNE DE STRASBOURG;STOCKAGE, POSE, DEPOSE, ET NETTOYAGE ET REPARATION DES PANNEAUX D'AFFICHAGE ELECTORAL - ;2019-04-01;None;SIGNATURE
20192019T0002300;None;COMMUNE DE STRASBOURG;MARCHE SUBSEQUENT RELATIF AU CSC FOSSE DES TREIZE SITUE 6 RUE FINKMATT A STRASBOURG;2019-03-14;191245.0;CONCEPTEURS BATISSEURS ASSEMBLEURS
20192019S0002400;None;COMMUNE DE STRASBOURG;MISSIONS DE CONTROLE TECHNIQUE ET DE COORDINATION SPS POUR LA CREATION D'UN NOUVEAU GROUPE SCOLAIRE - RUE JEAN MENTELIN A STRASBOURG KOENIGSHOFFEN - CONTROLE TECHNIQUE;2019-03-14;46954.0;BUREAU ALPES CONTROLES
20192019F0001800;None;COMMUNE DE STRASBOURG; FOURNITURE ET POSE DE MOBILIERS URBAINS QUAIS SUD DE L'ILL A STRASBOURG;2019-03-13;100304.5;PRO URBA
20192019S0001700;None;COMMUNE DE STRASBOURG;PRESTATIONS DE NETTOYAGE D'EQUIPEMENTS SPORTIFS DE LA VILLE DE STRASBOURG - SECTEUR ROTONDE;2019-03-04;22341.0;ACCESS ASSISTANCE
20192019T0001300;None;COMMUNE DE STRASBOURG;TRAVAUX DE CONSTRUCTION DU NOUVEAU RESTAURANT DU GROUPE SCOLAIRE DU SCHLUTHFELD A STRASBOURG - MURS RIDEAUX ALUMINIUM;2019-03-01;115000.0;ATALU
20192019T0000100;None;COMMUNE DE STRASBOURG;MISE AUX NORMES WTA DE 2 COURTS DE TENNIS EN TERRE BATTUE AU TENNIS CLUB DE STRASBOURG RUE PIERRE DE COUBERTIN A STRASBOURG;2019-03-01;87156.3;SUPERSOL
20192019T0001200;None;COMMUNE DE STRASBOURG;TRAVAUX DE CONSTRUCTION DU NOUVEAU RESTAURANT DU GROUPE SCOLAIRE DU SCHLUTHFELD A STRASBOURG - ETANCHEITE - VEGETALISATION;2019-02-21;141767.08;SOPREMA ENTREPRISES
20192019T0001500;None;COMMUNE DE STRASBOURG;TRAVAUX DE CONSTRUCTION DU NOUVEAU RESTAURANT DU GROUPE SCOLAIRE DU SCHLUTHFELD A STRASBOURG - GROS OEUVRE;2019-02-20;752146.92;ENTREPRISE DE CONSTRUCTION WIMMER
20192019T0001100;None;COMMUNE DE STRASBOURG;TRAVAUX DE CONSTRUCTION DU NOUVEAU RESTAURANT DU GROUPE SCOLAIRE DU SCHLUTHFELD A STRASBOURG - METALLERIE;2019-02-20;74471.28;COMEPOR EST
20192019T0001000;None;COMMUNE DE STRASBOURG;TRAVAUX DE CONSTRUCTION DU NOUVEAU RESTAURANT DU GROUPE SCOLAIRE DU SCHLUTHFELD A STRASBOURG - CHARPENTE METALLIQUE;2019-02-20;34728.4;COMEPOR EST
20192019F0002200;None;COMMUNE DE STRASBOURG;CONCEPTION , FOURNITURE ET INSTALLATION D EMOBILIER DE RESERVE.;2019-02-18;53379.0;BRUYNZEEL RANGEMENTS
20192019S0001900;None;COMMUNE DE STRASBOURG;RECONSTITUTION HISTORIQUE ET REALISATION D'ANIMATIONS SUR SUPPORT - MULTIMEDIA DANS LE CADRE DE L'AMENAGEMENT DE LA MAISON DES GARDIENS ET DES ACCES A LA PLATEFORME - DE LA CATHEDRALE NOTRE DAME DE STRASBOURG.;2019-02-08;64875.0;INVENTIVE
20192019S0000500;None;COMMUNE DE STRASBOURG;PRESTATIONS DE NETTOYAGE D'EQUIPEMENTS SPORTIFS DE LA VILLE DE STRASBOURG - SECTEUR ROBERTSAU / CITE DE L'ILL;2019-02-06;100000.0;ACCESS ASSISTANCE
20192019S0000700;None;COMMUNE DE STRASBOURG;PRESTATIONS DE NETTOYAGE D'EQUIPEMENTS SPORTIFS DE LA VILLE DE STRASBOURG - SECTEUR KOENIGSHOFFEN;2019-02-06;95000.0;ACCESS ASSISTANCE
20192019S0000800;None;COMMUNE DE STRASBOURG;PRESTATIONS DE NETTOYAGE D'EQUIPEMENTS SPORTIFS DE LA VILLE DE STRASBOURG - SECTEUR NEUDORF / PORT DU RHIN;2019-02-06;50000.0;ACCESS ASSISTANCE
20192019S0000600;None;COMMUNE DE STRASBOURG;PRESTATIONS DE NETTOYAGE D'EQUIPEMENTS SPORTIFS DE LA VILLE DE STRASBOURG - SECTEUR ORANGERIE;2019-02-06;30000.0;ACCESS ASSISTANCE
20192019S0000400;None;COMMUNE DE STRASBOURG;SEANCES D'EVEIL MUSICAL POUR LES ENFANTS JUSQU'A 4 ANS DANS LES ETABLISSEMENTS D'ACCUEIL GERES PAR LA VILLE DE STRASBOURG (CRECHES, HALTE-GARDERIE, JARDINS D'ENFANTS).;2019-01-30;None;ARTENREEL
20192019S0001400;None;COMMUNE DE STRASBOURG;PRESTATIONS DE DEBARDAGE DE LA FORET DE L'OEUVRE NOTRE DAME;2019-01-30;None;DEBARDAGE DIEDA FRERES
20192019S0000200;None;COMMUNE DE STRASBOURG; PRESTATIONS DE TRANSFERTS PAR VOITURE DES PARLEMENTAIRES EUROPEENS ET DE DELEGATIONS - PRESTATION DE TRANSPORT PAR VOITURE;2019-01-28;None;ASSOCIATION CENTRALE AUTO TAXI
20192019S0000300;None;COMMUNE DE STRASBOURG; PRESTATIONS DE TRANSFERTS PAR VOITURE DES PARLEMENTAIRES EUROPEENS ET DE DELEGATIONS - PRESTATION DE TRANSPORT PAR VOITURE DE PERSONNALITES;2019-01-28;None;ASSOCIATION CENTRALE AUTO TAXI
20192019S0002100;None;COMMUNE DE STRASBOURG;ASSISTANCE A LA MAITRISE D'OUVRAGE POUR L'IMPLANTATION DES MOBILIERS DE STOCKAGE AU SEIN DU POLE D'ETUDE ET DE CONSERVATION DES MUSEES DE LA VILLE DE STRASBOURG AINSI QU'UNE ASSISTANCE A LA REDACTION DU DOSSIER DE CONSULTATION DES ENTREPRISES,;2019-01-08;None;FONTENAS*HUGUES/
20192019S0000100;None;COMMUNE DE STRASBOURG; PRESTATIONS DE TRANSFERTS PAR VOITURE DES PARLEMENTAIRES EUROPEENS ET DE DELEGATIONS - PRESTATION DE TRANSPORT DE VOITURE;2019-01-05;None;INTERNATIONAL TRANSPORTS SERVICES
